ORIGINAL,uri
"Weeks, Sinclair, 1892-",/agents/people/9578
"Battley, Joseph F., 1893-",/agents/people/9579
"Biddle, Nicholas, 1893-",/agents/people/9580
"Blume, William Wirt, 1893-",/agents/people/9581
"Digaetano, Nick, 1893-",/agents/people/9582
"Dunham, Arthur, 1893-",/agents/people/9583
"Fruehauf, Harvey Charles, 1893-",/agents/people/9584
"Guthe, Carl Eugen, 1893-",/agents/people/9585
"Hickey, Edward J. (Edward John), b. 1893.",/agents/people/9586
"Kean, Robert Winthrop, 1893-",/agents/people/9587
"Kellogg, Remington, 1893-",/agents/people/9588
"Lenhart, Laurence G., 1893-",/agents/people/9589
"Lewis, Henry, 1893-",/agents/people/9590
"Mead, Harry L., 1893-",/agents/people/9591
"Newton, Charles Tyley, 1893-",/agents/people/9592
"Pogo, Alexander, 1893-",/agents/people/9593
"Smith, Delos Grosvenor, 1893-",/agents/people/9594
"Telfer, Laueston Oliver, 1893-",/agents/people/9595
"Walcott, Jesse P., 1893-",/agents/people/9596
"Amaral, Afræanio do, 1894-",/agents/people/9597
"Barnes, J. Milton, 1894-",/agents/people/9598
"Cork, James M. (James Murle), 1894-",/agents/people/9599
"Coulter, Glenn Monroe, 1894-",/agents/people/9600
"Densmore, Gail Ernest, 1894-",/agents/people/9601
"Friedman, Louis Kossuth, 1894-",/agents/people/9602
"Harrison, G. B. (George Bagshawe), 1894-",/agents/people/9603
"Henkelman, William, 1894-",/agents/people/9604
"Hull, Ivan E., 1894-",/agents/people/9605
"McNamee, Robert, 1894-",/agents/people/9606
"Miller, Norman Fritz, 1894-",/agents/people/9607
"Morley, Felix, 1894-",/agents/people/9608
"Peterson, Florence, 1894-",/agents/people/9609
"Sargent, Noel Charrett, 1894-",/agents/people/9610
"Scattergood, Margaret, 1894-",/agents/people/9611
"Sigler, Kim, 1894-",/agents/people/9612
"Skillman, W. McKay, 1894-",/agents/people/9613
"Spaulding, Jay Earle, b.1894.",/agents/people/9614
"Whittaker, Alfred Heacock, 1894-",/agents/people/9615
"Woodfolk, Josiah Pitts, 1894-",/agents/people/9616
"Zaremba, John A., 1894-",/agents/people/9617
"Alzona, Encarnación, 1895-",/agents/people/9618
"Anspach, Charles Le Roy, 1895-",/agents/people/9619
"Colburn, Cleo M., 1895-",/agents/people/9620
"Dow, William G. (William Gould), 1895-",/agents/people/9621
"Dumond, Dwight Lowell, 1895-",/agents/people/9622
"Edades, Victorio C., 1895-",/agents/people/9623
"Furlong, Harold Arthur, 1895-",/agents/people/9624
"Gillis, Joseph A., 1895-",/agents/people/9625
"Hill, Norman Llewellyn, 1895-",/agents/people/9626
"Hodges, Fred Jenner, 1895-",/agents/people/9627
"Hooton, Caradine Ray, 1895-",/agents/people/9628
"Johnson, Lester, 1895-",/agents/people/9629
"Koelz, Walter, 1895-",/agents/people/9630
"Lönberg-Holm, Knud, 1895-",/agents/people/9631
"Marion, Leland L., 1895-",/agents/people/9632
"Moore, Arthur Dearth, 1895-",/agents/people/9633
"Nisbet, Stephen S., 1895-",/agents/people/9634
"Potter, Louise, 1895-",/agents/people/9635
"Speth, Roy H., 1895-",/agents/people/9636
"Taylor, William Randolph, 1895-",/agents/people/9637
"Adams, Theodore Wright, 1896-",/agents/people/9638
"Brown, George Granger, 1896-",/agents/people/9639
"Cameron, Norman, 1896-",/agents/people/9640
"Castetter, Edward Franklin, 1896-",/agents/people/9641
"Chipman, Dorothy, 1896-",/agents/people/9642
"Crissman, John Sherman, 1896-",/agents/people/9643
"Elliott, Eugene Bradley, 1896-",/agents/people/9644
"Hay, Regina, 1896-",/agents/people/9645
"Hemans, Charles Fitch, 1896-",/agents/people/9646
"Johnson, Edward Shurley, 1896-",/agents/people/9647
"Jones, J. Weldon (James Weldon), 1896-",/agents/people/9648
"Klasey, Thomas, 1896-",/agents/people/9649
"Kuder, Edward Metcalfe, 1896-",/agents/people/9650
"Lange, Erich, 1896-",/agents/people/9651
"McAllister, Thomas Francis, 1896-",/agents/people/9652
"Nichols, Haskell Linton, 1896-",/agents/people/9653
"Nissen, Rudolf, 1896-",/agents/people/9654
"Pesotta, Rose, 1896-",/agents/people/9655
"Shackleton, James M., 1896-",/agents/people/9656
"Strauss, Lewis Lichtenstein, 1896-",/agents/people/9657
"Woodfill, W. Stewart, b. 1896.",/agents/people/9658
"Barnes, Russell Curtis, 1897-",/agents/people/9659
"Chalmers, Allan Knight, 1897-",/agents/people/9660
"Cisler, Walker Lee, 1897-",/agents/people/9661
"Cochran, Friend Morris, 1897-",/agents/people/9662
"Doll, Tracy M., 1897-",/agents/people/9663
"Dorr, Harold M. (Harold McVicar), b. 1897.",/agents/people/9664
"Dunham, Theodore J., 1897-",/agents/people/9665
"Fern, George Henry, 1897-",/agents/people/9666
"Jones, Brownie Lee, 1897-",/agents/people/9667
"Maurer, Wesley Henry, 1897-",/agents/people/9668
"Ormondroyd, J. (Jesse), 1897-",/agents/people/9669
"Phelps, Dudley Maynard, 1897-",/agents/people/9670
"Ramsey, Leon, 1897-",/agents/people/9671
"Sahorske, Frank J., 1897-",/agents/people/9672
"Shiels, W. Eugene (William Eugene), 1897-",/agents/people/9673
"Shilson, Gilbert T., 1897-",/agents/people/9674
"Smith, William Parkhurst, 1897-",/agents/people/9675
"Stewart, Gilbert Ireland, 1897-",/agents/people/9676
"Tunney, James Joseph, 1897-",/agents/people/9677
"Wallace, Clayton Morey, 1897-",/agents/people/9678
"Wycoff, Ralph W. G. (Ralph Walter Graystone), 1897-",/agents/people/9679
"Anderson, Judith, Dame, 1898-",/agents/people/9680
"Dean, Walter Clark, 1898-",/agents/people/9681
"Ehrmann, Howard Meredith, 1898-",/agents/people/9682
"Gillette, Genevieve, 1898-",/agents/people/9683
"Hall, Haywood, 1898-",/agents/people/9684
"Hatcher, Harlan Henthorn, 1898-",/agents/people/9685
"Hatcher, Harlan Henthorne, 1898-",/agents/people/9686
"Haywood, Harry, 1898-",/agents/people/9687
"Jay, Philip, 1898-",/agents/people/9688
"Marin, Fredrik, 1898-",/agents/people/9689
"Marquart, Frank, 1898-",/agents/people/9690
"Pirnie, Miles David, 1898-",/agents/people/9691
"Pollock, James Kerr, 1898-",/agents/people/9692
"Raines, Richard Campbell, 1898-",/agents/people/9693
"Richardson, Herbert H., 1898-",/agents/people/9694
"Smith, Gerald L. K. (Gerald Lyman Kenneth), 1898-",/agents/people/9695
"Taggart, Herbert F. (Herbert Francis), 1898-",/agents/people/9696
"Utley, Freda, 1898-",/agents/people/9697
"Van Wagoner, Murray Delos, 1898-",/agents/people/9698
"Weeks, Edward Augustus, 1898-",/agents/people/9699
"Wells, Carlton F. (Carlton Frank), 1898-",/agents/people/9700
"Akers, Elmer, 1899-",/agents/people/9701
"Anderson, Leigh Charles, 1899-",/agents/people/9702
"Angell, Robert Cooley, 1899-",/agents/people/9703
"Beadle, Frank D., 1899-",/agents/people/9704
"Belknap, Ralph Leroy, 1899-",/agents/people/9705
"Bergman, Walter, 1899-",/agents/people/9706
"Creal, Cecil O., 1899-",/agents/people/9707
"De Caux, Len, 1899-",/agents/people/9708
"Dunckel, Miller Lewis, 1899-",/agents/people/9709
"Ezechiel, Mordecai Joseph Brill, 1899-",/agents/people/9710
"Griggs, Earl Leslie, 1899-",/agents/people/9711
"Ingram, R. C., 1899-",/agents/people/9712
"Jandy, Edward Clarence, 1899-",/agents/people/9713
"Knox, Victor Alfred, 1899-",/agents/people/9714
"Lamont, Thomas Stilwell, 1899-",/agents/people/9715
"Leffler, Emil, 1899-",/agents/people/9716
"Lindley, Ernest Kidder, 1899-",/agents/people/9717
"Murphy, Robert F., 1899-",/agents/people/9718
"Peppler, Orrin H., 1899-",/agents/people/9719
"Phillips, Albert James, 1899-",/agents/people/9720
"Rice, Warner Grenelle, 1899-",/agents/people/9721
"Rossini, Frederick D. (Frederick Dominic), 1899-",/agents/people/9722
"Stone, Willis E. (Willis Emerson), 1899-",/agents/people/9723
"Stowe, Leland, 1899-",/agents/people/9724
"Adkins, Louis H., 1900-",/agents/people/9725
"Anderson, Eugenie, 1900-",/agents/people/9726
"Brownell, Samuel Miller, 1900-",/agents/people/9727
"Case, Arthur R., 1900-",/agents/people/9728
"Corcoran, Thomas Gardiner, 1900-",/agents/people/9729
"Davis, Charles Moler, 1900-",/agents/people/9730
"Donahue, Wilma T. (Wilma Thompson), 1900-",/agents/people/9731
"Eldering, Grace, 1900-",/agents/people/9732
"Francis, Thomas, 1900-",/agents/people/9733
"Fredgrant, Sara, 1900-",/agents/people/9734
"Hart, Adelaide, 1900-",/agents/people/9735
"Hewitt, Charles Henry, 1900-",/agents/people/9736
"Kennedy, G. Donald (George Donald), 1900-",/agents/people/9737
"Kresge, Stanley Sebastian, 1900-",/agents/people/9738
"LaDuke, Theodore, 1900-",/agents/people/9739
"Luce, Robert Harding, 1900-",/agents/people/9740
"Mapes, Carl Herbert, 1900-",/agents/people/9741
"Matthews, Herbert Lionel, 1900-",/agents/people/9742
"Michener, Daniel Roland, 1900-",/agents/people/9743
"Muller,Carl, 1900-",/agents/people/9744
"Murphy, Irene Ellis, 1900-",/agents/people/9745
"Ross, Harry, 1900-",/agents/people/9746
"Rowe, Kenneth Thorpe, 1900-",/agents/people/9747
"Satterthwaite, Joseph Charles, 1900-",/agents/people/9748
"Taylor, Malcolm Cameron, 1900-",/agents/people/9749
"Van Coevering, Jack, 1900-",/agents/people/9750
"Haley, William, Sir, 1901-",/agents/people/9751
"Adams, Thomas Hammond, 1901-",/agents/people/9752
"Bachmann, Werner Emmanuel, 1901-",/agents/people/9753
"Brown, Dugald E. S., 1901-",/agents/people/9754
"Bugher, John Clifford, 1901-",/agents/people/9755
"Cook, Alexander, 1901-",/agents/people/9756
"Francis, Everett, 1901-",/agents/people/9757
"Goebel, Paul Gordon, 1901-",/agents/people/9758
"Housel, William S., 1901-",/agents/people/9759
"Housel, William Stuart, 1901-",/agents/people/9760
"Jao, Shu-shih, 1901-",/agents/people/9761
"Katona, George, 1901-",/agents/people/9762
"Keen, Clifford, 1901-",/agents/people/9763
"Kumm, Henry William, 1901-",/agents/people/9764
"Latson, Merle D., 1901-",/agents/people/9765
"Mattson, Joseph, 1901-",/agents/people/9766
"Nelson, DeWitt, 1901-",/agents/people/9767
"Nungester, Walter James, 1901-",/agents/people/9768
"O'Halloran, Cyril, 1901-",/agents/people/9769
"Pittman, Margaret, 1901-",/agents/people/9770
"Pryor, Millard H., 1901-",/agents/people/9771
"Safford, Mildred Hortense, 1901-",/agents/people/9772
"Schwenkmeyer, Frieda, 1901-",/agents/people/9773
"Soop, Everett J., 1901-",/agents/people/9774
"Stevenson, William, 1901-",/agents/people/9775
"Sylvester, Arthur, 1901-",/agents/people/9776
"Taylor, Pauline, 1901-",/agents/people/9777
"Tobin, Maurice Joseph, 1901-",/agents/people/9778
"Tooze, Ruth Tibbits, 1901-",/agents/people/9779
"Travis, Noble, 1901-",/agents/people/9780
"Waggoner, Raymond W. (Raymond Walter), 1901-",/agents/people/9781
"Weyl, Woldemar A. (Woldemar Anatol), 1901-",/agents/people/9782
"Wheeler, Ralph Emerson, 1901-",/agents/people/9783
"Argoff, Charles, 1902-",/agents/people/9784
"Clague, Ashley, 1902-",/agents/people/9785
"Fleenor, Wayne Harrison, 1902-",/agents/people/9786
"Fromherz, Hans, 1902-",/agents/people/9787
"Harris, Richard E., 1902-",/agents/people/9788
"Hilberry, Clarence Beverly, 1902-",/agents/people/9789
"Kappel, Frederick R., 1902-",/agents/people/9790
"Kersten, Charles J., 1902-",/agents/people/9791
"Lord, John Wesley, 1902-",/agents/people/9792
"Lucia, Carmen, 1902-",/agents/people/9793
"McDaniel, John K., 1902-",/agents/people/9794
"Monroney, Mike, 1902-",/agents/people/9795
"Muncy, Ralph W. (Ralph Waldo), 1902-",/agents/people/9796
"Nord, Elisabeth, 1902-",/agents/people/9797
"Rains, Albert M. 1902-",/agents/people/9798
"Revelli, William D. (William Donald), 1902-",/agents/people/9799
"Rosenberg, Anna M., 1902-",/agents/people/9800
"Shawcross, Hartly, 1902-",/agents/people/9801
"Smith, Samuel D., 1902-",/agents/people/9802
"Stone, William A. (William Addison), 1902-",/agents/people/9803
"Tate, Jack B., 1902-",/agents/people/9804
"Thompson, Hugh, 1902-",/agents/people/9805
"Ulveling, Ralph Adrian, 1902-",/agents/people/9806
"Wallemann, Frank, 1902-",/agents/people/9807
"Wickliffe, Letty M., 1902-",/agents/people/9808
"Winters, Robert Kirby, 1902-",/agents/people/9809
"Wolfe, Rolland, 1902-",/agents/people/9810
"Briggs, Robert P., 1903-",/agents/people/9811
"Briggs, Robert Peter, 1903-",/agents/people/9812
"Bristow, Gwen, 1903-",/agents/people/9813
"Clothier, Florence, 1903-",/agents/people/9814
"Couser, James G., 1903-",/agents/people/9815
"Fischer, Carl Hahn, 1903-",/agents/people/9816
"Frear, Joseph Allen, 1903-",/agents/people/9817
"Harkness, Douglas Scott, 1903-",/agents/people/9818
"Jones, Volney Hurt, 1903-",/agents/people/9819
"Larson, Carl Theodore, 1903-",/agents/people/9820
"Likert, Rensis, 1903-",/agents/people/9821
"Morgan, Richard Guy, 1903-",/agents/people/9822
"Munn, Earle Harold, 1903-",/agents/people/9823
"Niehuss, Marvin Lemmon,1903-",/agents/people/9824
"Nowak, Stanley, 1903-",/agents/people/9825
"Pody, Leon, 1903-",/agents/people/9826
"Ross, Gilbert, 1903-",/agents/people/9827
"Smith, Hal Horace, 1903-",/agents/people/9828
"Sullivan, Anna, 1903-",/agents/people/9829
"Tibbitts, Clark, 1903-",/agents/people/9830
"Waterman, Merwin H. (Merwin Howe), 1903-",/agents/people/9831
"Williams, Robert Lewis, 1903-",/agents/people/9832
"Barnes, Al, 1904-",/agents/people/9833
"Bartee, John, 1904-",/agents/people/9834
"Bell, Jack L., 1904-",/agents/people/9835
"Connable, Alfred B. (Alfred Barnes), 1904-",/agents/people/9836
"Cudlip, William B., 1904-",/agents/people/9837
"Cudlip, William Byrnes, 1904-",/agents/people/9838
"Felix, Robert Hanna, 1904-",/agents/people/9839
"Field, George, 1904-",/agents/people/9840
"Geerlings, Clyde H., 1904-",/agents/people/9841
"Haggard, Fred V., 1904-",/agents/people/9842
"Halstead, Claribel Baird, 1904-",/agents/people/9843
"Hammond, Matthew B., 1904-",/agents/people/9844
"Hattley, Joseph, 1904-",/agents/people/9845
"Hilliard, William Alexander, 1904-",/agents/people/9846
"Javitz, Jacob K. (Jacob Koppel), 1904-",/agents/people/9847
"Kiesinger, Kurt Georg, 1904-",/agents/people/9848
"Knowles, Hugh Shaler, 1904-",/agents/people/9849
"Lee, Jennie, 1904-",/agents/people/9850
"Munn, Earle Harold, 1904-",/agents/people/9851
"Nowicki, Leo J., 1904-",/agents/people/9852
"O'Connor, Jessie Lloyd, 1904-",/agents/people/9853
"Ringwald, John F., 1904-",/agents/people/9854
"Scholle, August, 1904-",/agents/people/9855
"Stoneman, William Harlan, 1904-",/agents/people/9856
"Yaeger, Charles E., 1904-",/agents/people/9857
"Bassett, Leslie, 1905-",/agents/people/9858
"Cameron, George Glenn, 1905-",/agents/people/9859
"Dodson, Helen Walter, 1905-",/agents/people/9860
"Hanke, Lewis Ulysses, 1905-",/agents/people/9861
"Harvill, Richard Anderson, 1905-",/agents/people/9862
"Heller, John R. (John Roderick), 1905-",/agents/people/9863
"Innes, Forrest L., 1905-",/agents/people/9864
"Jones, Frank B., 1905-",/agents/people/9865
"Kelly, Everett Lowell, 1905-",/agents/people/9866
"Kuethe, Arnold M. (Arnold Martin), 1905-",/agents/people/9867
"McAllister, Thomas Raymond, 1905-",/agents/people/9868
"Norman, Arthur Geoffrey, 1905-",/agents/people/9869
"Payne, William, 1905-",/agents/people/9870
"Power, Eugene B., 1905-",/agents/people/9871
"Sage, Samuel, 1905-",/agents/people/9872
"Seni Pramoj, M. R., 1905-",/agents/people/9873
"Shields, Robert Hazen, 1905-",/agents/people/9874
"Simons, Bud, 1905-",/agents/people/9875
"Staebler, Neil, 1905-",/agents/people/9876
"Steinberg, Lawrence N., 1905-",/agents/people/9877
"Anderson, John W., 1906-",/agents/people/9878
"Archer, Glenn Leroy, 1906-",/agents/people/9879
"Billotte, Pierre, 1906-",/agents/people/9880
"Bishop, William Warner, 1906-",/agents/people/9881
"Brake, Eunice M. (Eunice Minetta), 1906-",/agents/people/9882
"Cady, George H., 1906-",/agents/people/9883
"Davis, Kenneth P. (Kenneth Pickett), 1906-",/agents/people/9884
"DeVinney, Leland Collins, 1906-",/agents/people/9885
"Glassen, Harold W., 1906-",/agents/people/9886
"Hartwig, Marie Dorothy, 1906-",/agents/people/9887
"Hayakawa, S. I. (Samuel Ichiyé), 1906-",/agents/people/9888
"Hurst, Jack R., 1906-",/agents/people/9889
"Kanter, Robert, 1906-",/agents/people/9890
"Kuplan, Louis, 1906-",/agents/people/9891
"Lampe, Isadore, 1906-",/agents/people/9892
"Lee, Alfred McClung, 1906-",/agents/people/9893
"McGill, John, 1906-",/agents/people/9894
"McIntire, Carl, 1906-",/agents/people/9895
"Morgan, Thomas Ellsworth, 1906-",/agents/people/9896
"Norris, Louis William, 1906-",/agents/people/9897
"Oosterbaan, Bennie Gaylord, 1906-",/agents/people/9898
"Palmquist, Rose, 1906-",/agents/people/9899
"Petrie, Robert Methven, 1906-",/agents/people/9900
"Sawyer, Charles Henry, 1906-",/agents/people/9901
"Schnitzer, Robert C., 1906-",/agents/people/9902
"Seeger, Raymond John, 1906-",/agents/people/9903
"Shier, Louise Adele, 1906-",/agents/people/9904
"Shock, Nathan Wetherill, 1906-",/agents/people/9905
"Spencer, Chauncey E., 1906-",/agents/people/9906
"Wallace, George John, 1906-",/agents/people/9907
"Wilse, Jack, 1906-",/agents/people/9908
"Wisniewski, Joseph, 1906-",/agents/people/9909
"Alcorn, Hugh Meade, 1907-",/agents/people/9910
"Birrenbach, Kurt, 1907-",/agents/people/9911
"Bishop, Merlin D., 1907-",/agents/people/9912
"Bunzel, Joseph Hans, 1907-",/agents/people/9913
"Church, Michael P. (Michael Paul), 1907-",/agents/people/9914
"Church, Michael P., 1907-",/agents/people/9915
"Conn, Jerome W., 1907-",/agents/people/9916
"Conway, Charles T., 1907-",/agents/people/9917
"Crane, H. R. (Horace Richard), 1907-",/agents/people/9918
"Cunningham, Harry Blair, 1907-",/agents/people/9919
"Farnsley, Charles Roland Peaslee, 1907-",/agents/people/9920
"Humphreys, William, 1907-",/agents/people/9921
"Johnson, Clayton E., 1907-",/agents/people/9922
"Katz, Donald La Verne, 1907-",/agents/people/9923
"Meader, George, 1907-",/agents/people/9924
"Miley, Paul E., 1907-",/agents/people/9925
"Pomeroy, Kenneth Brownridge, 1907-",/agents/people/9926
"Romney, George W., 1907-",/agents/people/9927
"Stuart, Jesse, 1907-",/agents/people/9928
"Weddige, Emil, 1907-",/agents/people/9929
"Youngblood, Harold Francis, 1907-",/agents/people/9930
"Adams, Paul L. (Paul Lincoln), 1908-",/agents/people/9931
"Brablec, Carl, 1908-",/agents/people/9932
"Child, Charles Gardner, 1908-",/agents/people/9933
"Eliasohn, Jack, 1908-",/agents/people/9934
"Ellrick, Charles Burke, 1908-",/agents/people/9935
"Flood, Merrill Meeks, 1908-",/agents/people/9936
"Floor, Merrill Meeks, 1908-",/agents/people/9937
"Gallagher, Daniel M., 1908-",/agents/people/9938
"Kaiser, Edgar Fosburg, 1908-",/agents/people/9939
"Kummerman, Henri, 1908-",/agents/people/9940
"Mohler, Orren, 1908-",/agents/people/9941
"Munn, Clarence Lester, 1908-",/agents/people/9942
"Poplawksi, Adam, 1908-",/agents/people/9943
"Roth, Stephen John, 1908-",/agents/people/9944
"Russo, Paul, 1908-",/agents/people/9945
"Stevenson, Charles L. (Charles Leslie), 1908-",/agents/people/9946
"Ströomgren, Bengt, 1908-",/agents/people/9947
"Todd, Stanton W. (Stanton Wesley), 1908-",/agents/people/9948
"Wegman, Myron E., 1908-",/agents/people/9949
"Penney, William George, Sir, 1909-",/agents/people/9950
"Ball, George W., 1909-",/agents/people/9951
"Bradbury, Norris Edwin, 1909-",/agents/people/9952
"Brown, Sanford Abbott, 1909-",/agents/people/9953
"Coleman, Richard, 1909-",/agents/people/9954
"Deming, Olcott Hawthorne, 1909-",/agents/people/9955
"Eggertsen, Claude A. (Claude Andrew), 1909-",/agents/people/9956
"Evans, John Wainwright, 1909-",/agents/people/9957
