dates	handle	title	authors	publisher	dateAdded	bitCount
2006/04-2015/10	2027.42/88971	Michigan Mandate 3 year update 	Duderstadt, James J. 		2011-12-23T16:53:49Z 	1
2006/04-2015/10	2027.42/88972	Michigan Mandate 3.0 	Duderstadt, James J. 		2011-12-23T16:53:51Z 	1
2006/04-2015/10	2027.42/88973	Michigan Mandate Assignments 	Duderstadt, James J. 		2011-12-23T16:53:52Z 	1
2006/04-2015/10	2027.42/88974	Michigan Mandate III 	Duderstadt, James J. 		2011-12-23T16:53:54Z 	1
2006/04-2015/10	2027.42/88977	Michigan Mandate-Color 	Duderstadt, James J. 		2011-12-23T16:53:58Z 	1
2006/04-2015/10	2027.42/88978	Michigan Memories 	Duderstadt, James J. ; Duderstadt, Anne M. 		2011-12-23T16:54:03Z 	1
2006/04-2015/10	2027.42/88979	Michigan Outreach Talk 1.0 	Duderstadt, James J. 		2011-12-23T16:54:05Z 	1
2006/04-2015/10	2027.42/88980	Michigan Outreach Talk 1.1 	Duderstadt, James J. 		2011-12-23T16:54:07Z 	1
2006/04-2015/10	2027.42/88981	Michigan Outreach Talk 1.21 	Duderstadt, James J. 		2011-12-23T16:54:11Z 	1
2006/04-2015/10	2027.42/88982	Michigan Outreach Talk 1.3 	Duderstadt, James J. 		2011-12-23T16:54:15Z 	1
2006/04-2015/10	2027.42/88983	Michigan Talks 2.0 	Duderstadt, James J. 		2011-12-23T16:54:17Z 	1
2006/04-2015/10	2027.42/61010	Michigan Today (Vol. 27 No. 04) 	Duderstadt, James J. ; Drotning, Lucy E. ; Kalmbach, Bob ; Ephross, Peter ; Yates, Peter ; Green, Derek ; Yourow, Howard Charles ; Shalygin, Olga ; Bauluz, Javier ; Euler, Michael ; Blank, Jared ; Goings, D. C. ; Manheim, James M. 	News and Information Services, The University of Michigan 	2008-10-06T19:15:54Z 	1
2006/04-2015/10	2027.42/88984	Michigan UM 1. 	Duderstadt, James J. 		2011-12-23T16:54:20Z 	1
2006/04-2015/10	2027.42/88985	Michigan Virtual University, questions and answers 	Duderstadt, James J. 		2011-12-23T16:54:21Z 	1
2006/04-2015/10	2027.42/79537	Michigan at the Crossroads: The Future of Public Higher Education in Michigan 	Office of the President, University of Michigan 		2011-02-04T19:04:57Z 	1
2006/04-2015/10	2027.42/88988	Michigan's Future 	Duderstadt, James J. 		2011-12-23T16:54:27Z 	1
2006/04-2015/10	2027.42/88989	Michigan's Future 2.0 	Duderstadt, James J. 		2011-12-23T16:54:29Z 	1
2006/04-2015/10	2027.42/88990	Michigan's Future 2.1 	Duderstadt, James J. 		2011-12-23T16:54:30Z 	1
2006/04-2015/10	2027.42/88991	Michigan's Future 2.1 	Duderstadt, James J. 		2011-12-23T16:54:32Z 	1
2006/04-2015/10	2027.42/79544	Michigan's Future: It's Up to Us 	Duderstadt, James J. 		2011-02-04T19:05:26Z 	1
2006/04-2015/10	2027.42/88986	Michigan-Oberlin Project 	Duderstadt, James J. 		2011-12-23T16:54:21Z 	1
2006/04-2015/10	2027.42/88992	Midland Talk 	Duderstadt, James J. 		2011-12-23T16:54:34Z 	1
2006/04-2015/10	2027.42/88993	Midwest Master Plan 	Duderstadt, James J. 	Millennium Project 	2011-12-23T16:54:36Z 	1
2006/04-2015/10	2027.42/88994	Midwest Master Plan Heartland Paper 	Duderstadt, James J. 	Chicago Council 	2011-12-23T16:54:37Z 	1
2006/04-2015/10	2027.42/88995	Millennium Seminar 	Duderstadt, James J. 		2011-12-23T16:54:38Z 	1
2006/04-2015/10	2027.42/88996	Minority Education 	Duderstadt, James J. 		2011-12-23T16:54:40Z 	1
2006/04-2015/10	2027.42/88997	Minority Student Conference 	Duderstadt, James J. 		2011-12-23T16:54:43Z 	1
2006/04-2015/10	2027.42/88999	Minority Student Welcome 	Duderstadt, James J. 		2011-12-23T16:54:50Z 	1
2006/04-2015/10	2027.42/89000	Minority Welcome 3.0 	Duderstadt, James J. 		2011-12-23T16:54:52Z 	1
2006/04-2015/10	2027.42/89001	Minority Welcome 4.1 	Duderstadt, James J. 		2011-12-23T16:54:53Z 	1
2006/04-2015/10	2027.42/89002	Mission Planning 	Duderstadt, James J. 		2011-12-23T16:54:55Z 	1
2006/04-2015/10	2027.42/89003	Mission Statement 	Duderstadt, James J. 		2011-12-23T16:54:56Z 	1
2006/04-2015/10	2027.42/89004	Missouri Address 1.0 	Duderstadt, James J. 		2011-12-23T16:54:57Z 	1
2006/04-2015/10	2027.42/89013	Moral Leadership 	Duderstadt, James J. 		2011-12-23T16:55:10Z 	1
2006/04-2015/10	2027.42/89014	Mortar Board 	Duderstadt, James J. 		2011-12-23T16:55:11Z 	1
2006/04-2015/10	2027.42/89016	NAACP Talk 	Duderstadt, James J. 		2011-12-23T16:55:15Z 	1
2006/04-2015/10	2027.42/89017	NAE Meeting 	Duderstadt, James J. 		2011-12-23T16:55:17Z 	1
2006/04-2015/10	2027.42/89018	NAE Notes 	Duderstadt, James J. 		2011-12-23T16:55:18Z 	1
2006/04-2015/10	2027.42/89019	NAS/NAE/IOM/NRC Study - The Impact of Information Technologies on the Future of the Research University 	Duderstadt, James J. 		2011-12-23T16:55:20Z 	1
2006/04-2015/10	2027.42/89021	NAS/NAE/IOM/NRC Study - The Impact of Information Technology on the Future of the Research University 	Duderstadt, James J. 		2011-12-23T16:55:22Z 	1
2006/04-2015/10	2027.42/89022	NAS/NAE/IOM/NRC Study - The Impact of Information Technology on the Future of the Research University 	Duderstadt, James J. 		2011-12-23T16:55:24Z 	1
2006/04-2015/10	2027.42/89023	NASA ERCs 	Duderstadt, James J. 		2011-12-23T16:55:25Z 	1
2006/04-2015/10	2027.42/89024	NASULGC Presidents Address 	Duderstadt, James J. 		2011-12-23T16:55:26Z 	1
2006/04-2015/10	2027.42/89025	NASULGC-Activism 	Duderstadt, James J. 		2011-12-23T16:55:28Z 	1
2006/04-2015/10	2027.42/89026	NASULGC-Plan 	Duderstadt, James J. 		2011-12-23T16:55:29Z 	1
2006/04-2015/10	2027.42/89043	NE Update 	Duderstadt, James J. 		2011-12-23T16:55:50Z 	1
2006/04-2015/10	2027.42/89063	NIH Centennial Luncheon 	Duderstadt, James J. 		2011-12-23T16:56:27Z 	1
2006/04-2015/10	2027.42/89069	NSB Keynote Talk 	Duderstadt, James J. 		2011-12-23T16:56:40Z 	1
2006/04-2015/10	2027.42/89070	NSB Presentation 	Duderstadt, James J. 		2011-12-23T16:56:41Z 	1
2006/04-2015/10	2027.42/89071	NSB Talk 	Duderstadt, James J. 		2011-12-23T16:56:44Z 	1
2006/04-2015/10	2027.42/89072	NSB-UC-Davis 	Duderstadt, James J. 		2011-12-23T16:56:46Z 	1
2006/04-2015/10	2027.42/89073	NSF T&R 1.0 	Duderstadt, James J. 		2011-12-23T16:56:48Z 	1
2006/04-2015/10	2027.42/89074	NSF Traineeship Program 	Duderstadt, James J. 		2011-12-23T16:56:49Z 	1
2006/04-2015/10	2027.42/89075	NSF Traineeships 	Duderstadt, James J. 		2011-12-23T16:56:50Z 	1
2006/04-2015/10	2027.42/89077	NSF-MSF Conference 	Duderstadt, James J. 		2011-12-23T16:56:53Z 	1
2006/04-2015/10	2027.42/89078	NSPE Thanks 	Duderstadt, James J. 		2011-12-23T16:56:55Z 	1
2006/04-2015/10	2027.42/89083	NY Business Lunch 	Duderstadt, James J. 		2011-12-23T16:57:03Z 	1
2006/04-2015/10	2027.42/89027	National Honor Society 1986 	Duderstadt, James J. 		2011-12-23T16:55:31Z 	1
2006/04-2015/10	2027.42/89028	National Nursing Association 	Duderstadt, James J. 		2011-12-23T16:55:32Z 	1
2006/04-2015/10	2027.42/89029	National Rankings 	Duderstadt, James J. 		2011-12-23T16:55:33Z 	1
2006/04-2015/10	2027.42/89030	National Science Board 	Duderstadt, James J. 		2011-12-23T16:55:34Z 	1
2006/04-2015/10	2027.42/89036	Navigating through the Stormy Seas of a Changing World 	Duderstadt, James J. 		2011-12-23T16:55:42Z 	1
2006/04-2015/10	2027.42/89037	Navigating through the Stormy Seas of a Changing World 	Duderstadt, James J. 		2011-12-23T16:55:43Z 	1
2006/04-2015/10	2027.42/89038	Navigating through the Stormy Seas of a Changing World 	Duderstadt, James J. 		2011-12-23T16:55:44Z 	1
2006/04-2015/10	2027.42/89039	Navigating through the Stormy Seas of a Changing World 	Duderstadt, James J. 		2011-12-23T16:55:45Z 	1
2006/04-2015/10	2027.42/89040	Navigating through the Stormy Seas of a Changing World 	Duderstadt, James J. 		2011-12-23T16:55:46Z 	1
2006/04-2015/10	2027.42/89041	Navigating through the Stormy Seas of a Changing World 	Duderstadt, James J. 		2011-12-23T16:55:47Z 	1
2006/04-2015/10	2027.42/89035	Navigating through the Stormy Seas of a Changing World (Miami) 	Duderstadt, James J. 		2011-12-23T16:55:41Z 	1
2006/04-2015/10	2027.42/89033	Navigating through the Stormy Seas of a Changing World (Missouri NE) 	Duderstadt, James J. 		2011-12-23T16:55:39Z 	1
2006/04-2015/10	2027.42/89032	Navigating through the Stormy Seas of a Changing World (Missouri) 	Duderstadt, James J. 		2011-12-23T16:55:36Z 	1
2006/04-2015/10	2027.42/89034	Navigating through the Stormy Seas of a Changing World (Ohio State) 	Duderstadt, James J. 		2011-12-23T16:55:40Z 	1
2006/04-2015/10	2027.42/89044	Needed: A National Strategy to Preserve Public Research Universities 	Duderstadt, James J. 	The Chronicle of Higher Education 	2011-12-23T16:55:51Z 	1
2006/04-2015/10	2027.42/89045	Needed: a National Strategy to Preserve Public Research Universities 	Duderstadt, James J. ; Courant, Paul N. ; Goldenberg, Edie N. 	The Chronicle on Higher Education 	2011-12-23T16:55:52Z 	1
2006/04-2015/10	2027.42/89046	Needed: a National Strategy to Preserve Public Research Universities 	Duderstadt, James J. ; Courant, Paul N. ; Goldenberg, Edie N. 	The Chronicle on Higher Education 	2011-12-23T16:56:02Z 	1
2006/04-2015/10	2027.42/89047	New Detroit 	Duderstadt, James J. 		2011-12-23T16:56:04Z 	1
2006/04-2015/10	2027.42/89048	New Faculty Welcome 	Duderstadt, James J. 		2011-12-23T16:56:05Z 	1
2006/04-2015/10	2027.42/89049	New Faculty Welcome 1986 	Duderstadt, James J. 		2011-12-23T16:56:07Z 	1
2006/04-2015/10	2027.42/89050	New Faculty Welcome 2.1 	Duderstadt, James J. 		2011-12-23T16:56:09Z 	1
2006/04-2015/10	2027.42/89051	New Faculty Welcome 2.1S 	Duderstadt, James J. 		2011-12-23T16:56:10Z 	1
2006/04-2015/10	2027.42/89052	New Faculty Welcome 3.0d 	Duderstadt, James J. 		2011-12-23T16:56:12Z 	1
2006/04-2015/10	2027.42/89055	New Faculty Welcome 3.1 	Duderstadt, James J. 		2011-12-23T16:56:15Z 	1
2006/04-2015/10	2027.42/89056	New Faculty Welcome 3.1 	Duderstadt, James J. 		2011-12-23T16:56:17Z 	1
2006/04-2015/10	2027.42/89057	New Faculty Welcome 3.2 	Duderstadt, James J. 		2011-12-23T16:56:18Z 	1
2006/04-2015/10	2027.42/89058	New Faculty Welcome 4.0 	Duderstadt, James J. 		2011-12-23T16:56:21Z 	1
2006/04-2015/10	2027.42/89059	New Research Paradigms for Technological Innovation 	Duderstadt, James J. 		2011-12-23T16:56:23Z 	1
2006/04-2015/10	2027.42/89060	New University Paradigms for Technological Innovation 	Duderstadt, James J. 		2011-12-23T16:56:24Z 	1
2006/04-2015/10	2027.42/89061	Newsweek notes 	Duderstadt, James J. 		2011-12-23T16:56:25Z 	1
2006/04-2015/10	2027.42/89062	Niara Sudarkasa Farewell 	Duderstadt, James J. 		2011-12-23T16:56:26Z 	1
2006/04-2015/10	2027.42/89064	No Code 	Duderstadt, James J. 		2011-12-23T16:56:29Z 	1
2006/04-2015/10	2027.42/79520	North Campus Planning Study: The University of Michigan 	Office of the Provost 		2011-02-04T19:03:47Z 	1
2006/04-2015/10	2027.42/89066	Northwestern Michigan 	Duderstadt, James J. 		2011-12-23T16:56:32Z 	1
2006/04-2015/10	2027.42/89068	Notes for Speeches (August, 1990) 	Duderstadt, James J. 		2011-12-23T16:56:38Z 	1
2006/04-2015/10	2027.42/89067	Notes for Speeches (March, 1990) 	Duderstadt, James J. 		2011-12-23T16:56:34Z 	1
2006/04-2015/10	2027.42/89079	Nuclear Reactor Analysis 	Duderstadt, James J. 	Wiley 	2011-12-23T16:56:56Z 	1
2006/04-2015/10	2027.42/89080	Nuclear Science and Energy R&D - A Strategy for the Nation 	Duderstadt, James J. 		2011-12-23T16:56:58Z 	1
2006/04-2015/10	2027.42/89081	Nuclear Science and Technology Infrastructure Roadmap Summary 	Duderstadt, James J. 		2011-12-23T16:56:59Z 	1
2006/04-2015/10	2027.42/70466	Numerical studies of exploding‐wire plasmas 	Bach, David Rudolph ; Chapin, David L. ; Duderstadt, James J. 	The American Institute of Physics 	2010-05-06T22:12:21Z 	1
2006/04-2015/10	2027.42/89082	Nursing Centennial 	Duderstadt, James J. 		2011-12-23T16:57:01Z 	1
2006/04-2015/10	2027.42/89091	OMA Testimony 	Duderstadt, James J. 		2011-12-23T16:57:12Z 	1
2006/04-2015/10	2027.42/89084	Observations on the President's FY 2002 Federal Science and Technology Budget 	Duderstadt, James J. 		2011-12-23T16:57:04Z 	1
2006/04-2015/10	2027.42/89085	Observations on the President’s Fiscal Year 1999 Federal Science and Technology Budget 	National Academy of Sciences, Committee on Science, Engineering and Public Policy 	National Academy of Sciences, National Academy of  Engineering, and Institute of Medicine 	2011-12-23T16:57:05Z 	1
2006/04-2015/10	2027.42/89086	Observations on the President’s Fiscal Year 2000 Federal Science and Technology Budget 	National Academy of Sciences, Committee on Science, Engineering and Public Policy 	National Academy of Sciences, National Academy of  Engineering, and Institute of Medicine 	2011-12-23T16:57:06Z 	1
2006/04-2015/10	2027.42/89089	Observations on the President’s Fiscal Year 2001 Federal Science and Technology Budget 	National Academy of Sciences, Committee on Science, Engineering and Public Policy 	National Academy of Sciences, National Academy of  Engineering, and Institute of Medicine 	2011-12-23T16:57:09Z 	1
2006/04-2015/10	2027.42/89090	Office of Minority Affairs 	Duderstadt, James J. 		2011-12-23T16:57:10Z 	1
2006/04-2015/10	2027.42/89092	On Becoming a Scholar/Researcher in the Digital Age 	Duderstadt, James J. 		2011-12-23T16:57:13Z 	1
2006/04-2015/10	2027.42/89093	On the Move, a Personal History of Michigan's College of Engineering in Modern Times 	Duderstadt, James J. 		2011-12-23T16:57:15Z 	1
2006/04-2015/10	2027.42/89094	Op-Ed Cooperation 	Duderstadt, James J. 		2011-12-23T16:57:17Z 	1
2006/04-2015/10	2027.42/89095	Op-Ed UM Service 	Duderstadt, James J. 		2011-12-23T16:57:18Z 	1
2006/04-2015/10	2027.42/89096	Opening Remarks 	Duderstadt, James J. 		2011-12-23T16:57:19Z 	1
2006/04-2015/10	2027.42/89097	Operating Manual 	Duderstadt, James J. 		2011-12-23T16:57:21Z 	1
2006/04-2015/10	2027.42/89098	Operating Manual 1.0 	Duderstadt, James J. 		2011-12-23T16:57:22Z 	1
2006/04-2015/10	2027.42/89100	Overarching Themes 	Duderstadt, James J. 		2011-12-23T16:57:24Z 	1
2006/04-2015/10	2027.42/89101	PAC-June-90 	Duderstadt, James J. 		2011-12-23T16:57:25Z 	1
2006/04-2015/10	2027.42/89102	PAC-K-12 	Duderstadt, James J. 		2011-12-23T16:57:27Z 	1
2006/04-2015/10	2027.42/89103	PAG-1995 	Duderstadt, James J. 		2011-12-23T16:57:28Z 	1
2006/04-2015/10	2027.42/89118	PC Notes 	Duderstadt, James J. 		2011-12-23T16:57:54Z 	1
2006/04-2015/10	2027.42/89119	PC Notes-HTS 	Duderstadt, James J. 		2011-12-23T16:57:55Z 	1
2006/04-2015/10	2027.42/89120	PC-Mandate Add-ins 	Duderstadt, James J. 		2011-12-23T16:57:57Z 	1
2006/04-2015/10	2027.42/89106	Paradigm Shifts 	Duderstadt, James J. 		2011-12-23T16:57:34Z 	1
2006/04-2015/10	2027.42/89104	Paradigm Shifts (Glion) 	Duderstadt, James J. 		2011-12-23T16:57:30Z 	1
2006/04-2015/10	2027.42/89105	Paradigm Shifts (Salzburg) 	Duderstadt, James J. 		2011-12-23T16:57:32Z 	1
2006/04-2015/10	2027.42/89107	Parents Orientation 	Duderstadt, James J. 		2011-12-23T16:57:35Z 	1
2006/04-2015/10	2027.42/89108	Parents Orientation 2.0 	Duderstadt, James J. 		2011-12-23T16:57:37Z 	1
2006/04-2015/10	2027.42/89109	Parents Orientation 3.0 	Duderstadt, James J. 		2011-12-23T16:57:39Z 	1
2006/04-2015/10	2027.42/89111	Parents Orientation 4.1 	Duderstadt, James J. 		2011-12-23T16:57:42Z 	1
2006/04-2015/10	2027.42/89112	Parents Orientation 5.1 	Duderstadt, James J. 		2011-12-23T16:57:44Z 	1
2006/04-2015/10	2027.42/89113	Parents Weekend 	Duderstadt, James J. 		2011-12-23T16:57:46Z 	1
2006/04-2015/10	2027.42/89114	Parents Weekend 	Duderstadt, James J. 		2011-12-23T16:57:48Z 	1
2006/04-2015/10	2027.42/89115	Parents Weekend 2.0 	Duderstadt, James J. 		2011-12-23T16:57:50Z 	1
2006/04-2015/10	2027.42/89116	Parents Weekend 3.0 	Duderstadt, James J. 		2011-12-23T16:57:52Z 	1
2006/04-2015/10	2027.42/89117	Paw Wow-89 	Duderstadt, James J. 		2011-12-23T16:57:53Z 	1
2006/04-2015/10	2027.42/89122	Peckham Epilogue 	Duderstadt, James J. 		2011-12-23T16:58:00Z 	1
2006/04-2015/10	2027.42/89123	Peter Raven 	Duderstadt, James J. 		2011-12-23T16:58:01Z 	1
2006/04-2015/10	2027.42/89124	Phase Two: The IT Forum 	Duderstadt, James J. 		2011-12-23T16:58:03Z 	1
2006/04-2015/10	2027.42/24572	Phase-space finite element methods applied to the first-order form of the transport equation 	Lorence, Leonard ; Duderstadt, James J. ; Martin, William R. ; Yehnert, Carl E. 	Elsevier 	2006-04-07T18:13:18Z 	1
2006/04-2015/10	2027.42/89125	Phi Beta Kappa 	Duderstadt, James J. 		2011-12-23T16:58:05Z 	1
2006/04-2015/10	2027.42/89126	Physics Address 	Duderstadt, James J. 		2011-12-23T16:58:06Z 	1
2006/04-2015/10	2027.42/89127	Physics Lecture 	Duderstadt, James J. 		2011-12-23T16:58:07Z 	1
2006/04-2015/10	2027.42/89128	Physics Notes 	Duderstadt, James J. 		2011-12-23T16:58:08Z 	1
2006/04-2015/10	2027.42/89129	Physics-Department 	Duderstadt, James J. 		2011-12-23T16:58:10Z 	1
2006/04-2015/10	2027.42/89130	Pigskin Classic 	Duderstadt, James J. 		2011-12-23T16:58:11Z 	1
2006/04-2015/10	2027.42/89131	Positioning the United States for a Global Knowledge Economy 	Duderstadt, James J. 		2011-12-23T16:58:13Z 	1
2006/04-2015/10	2027.42/89133	Positioning the United States for a Global Knowledge Economy 	Duderstadt, James J. 		2011-12-23T16:58:17Z 	1
2006/04-2015/10	2027.42/89135	Possible Futures for the Research Library in the 21st Century 	Duderstadt, James J. 	Haworth Press 	2011-12-23T16:58:19Z 	1
2006/04-2015/10	2027.42/89134	Possible Futures for the Research Library in the 21st Century (annotated) 	Duderstadt, James J. 	Journal of Library Administration 	2011-12-23T16:58:18Z 	1
2006/04-2015/10	2027.42/89137	Pre-Proposal - Building a Society of Learning in Michigan (Mil. Proj.) 	Duderstadt, James J. 		2011-12-23T16:58:21Z 	1
2006/04-2015/10	2027.42/89136	Pre-Proposal - Building a Society of Learning in Michigan (Mott) 	Duderstadt, James J. 		2011-12-23T16:58:20Z 	1
2006/04-2015/10	2027.42/89138	Pre-Proposal - Building a Society of Learning in Michigan (Visioning) 	Duderstadt, James J. 		2011-12-23T16:58:23Z 	1
2006/04-2015/10	2027.42/89139	Pre-Proposal to Michigan Foundations "Building a Society of Learning in Michigan 	Duderstadt, James J. 		2011-12-23T16:58:24Z 	1
2006/04-2015/10	2027.42/89140	Preface for Glion IV 	Duderstadt, James J. 		2011-12-23T16:58:25Z 	1
2006/04-2015/10	2027.42/89146	Preparing Future Faculty for Future Universities 	Duderstadt, James J. 		2011-12-23T16:58:32Z 	1
2006/04-2015/10	2027.42/89141	Preparing for a Future of Change 	Duderstadt, James J. 		2011-12-23T16:58:26Z 	1
2006/04-2015/10	2027.42/89142	Preparing for the Revolution - Information Technology and the Future of the Research University 	Panel on the Impact of Information Technology on the Future of the Research University 	National Academy Press 	2011-12-23T16:58:27Z 	1
2006/04-2015/10	2027.42/89144	Preparing for the Revolution, Information Technology and the Future of the Research University 	Duderstadt, James J. 	National Academies 	2011-12-23T16:58:29Z 	1
2006/04-2015/10	2027.42/89145	Preparing for the Revolution: The Future of the University in the Digital Age 	Duderstadt, James J. 		2011-12-23T16:58:30Z 	1
2006/04-2015/10	2027.42/57292	Preparing for the Revolution: the Future of the University in the Digital Age 	Duderstadt, James J. 	Economica 	2007-11-20T22:23:29Z 	1
2006/04-2015/10	2027.42/89147	Preparing, Recruiting, Developing, Retaining, and Retiring The Faculty of the Future: The View from South of the Border 	Duderstadt, James J. 		2011-12-23T16:58:33Z 	1
2006/04-2015/10	2027.42/89148	Pres. Council Forum 	Duderstadt, James J. 		2011-12-23T16:58:35Z 	1
2006/04-2015/10	2027.42/89149	Pres. Council Forum 1 	Duderstadt, James J. 		2011-12-23T16:58:37Z 	1
2006/04-2015/10	2027.42/89150	Presentation to Housing Staff 1986 	Duderstadt, James J. 		2011-12-23T16:58:38Z 	1
2006/04-2015/10	2027.42/89151	President's House 	Duderstadt, James J. 		2011-12-23T16:58:40Z 	1
2006/04-2015/10	2027.42/89152	President's Weekend 3.0 	Duderstadt, James J. 		2011-12-23T16:58:42Z 	1
2006/04-2015/10	2027.42/89153	Presidential Essays 	Duderstadt, James J. 		2011-12-23T16:58:43Z 	1
2006/04-2015/10	2027.42/89155	Presidential Fall Weekend 	Duderstadt, James J. 		2011-12-23T16:58:46Z 	1
2006/04-2015/10	2027.42/89156	Presidents Club 	Duderstadt, James J. 		2011-12-23T16:58:49Z 	1
2006/04-2015/10	2027.42/89157	Presidents Club Finale 	Duderstadt, James J. 		2011-12-23T16:58:50Z 	1
2006/04-2015/10	2027.42/89158	Presidents Council Forum-Detroit 	Duderstadt, James J. 		2011-12-23T16:58:52Z 	1
2006/04-2015/10	2027.42/89159	Presidents Council Forums Speech 	Duderstadt, James J. 		2011-12-23T16:58:54Z 	1
2006/04-2015/10	2027.42/89160	Presidents' Weekend Finale 	Duderstadt, James J. 		2011-12-23T16:58:56Z 	1
2006/04-2015/10	2027.42/89161	Press Conference 	Duderstadt, James J. 		2011-12-23T16:58:58Z 	1
2006/04-2015/10	2027.42/89162	Press Conference 	Duderstadt, James J. 		2011-12-23T16:58:59Z 	1
2006/04-2015/10	2027.42/89163	Professional Development 	Duderstadt, James J. 		2011-12-23T16:59:00Z 	1
2006/04-2015/10	2027.42/89164	Progress Talk 	Duderstadt, James J. 		2011-12-23T16:59:02Z 	1
2006/04-2015/10	2027.42/89166	Project Report of the Atlantic Philanthropies - Education in the Digital Age: Leadership, Linkages, and Roadmaps 	Duderstadt, James J. 		2011-12-23T16:59:04Z 	1
2006/04-2015/10	2027.42/89167	Project Report to the Atlantic Philanthropics - Education in the Digital Age: Leadership, Linkages, and Roadmaps 	Duderstadt, James J. 		2011-12-23T16:59:05Z 	1
2006/04-2015/10	2027.42/89168	Project Report to the Atlantic Philanthropies, Education in the Digital Age: Leadership, Linkages, and Roadmaps 	Duderstadt, James J. 		2011-12-23T16:59:06Z 	1
2006/04-2015/10	2027.42/89169	Project Report to the Atlantic Philanthropies, Education in the Digital Age: Leadership, Linkages, and Roadmaps 	Duderstadt, James J. 		2011-12-23T16:59:07Z 	1
2006/04-2015/10	2027.42/89170	Promotion and Tenure 	Duderstadt, James J. 		2011-12-23T16:59:08Z 	1
2006/04-2015/10	2027.42/89171	Proposal on Exploration  of the "Impact of Information Technology of the Future of the American Research Enterprise 	Duderstadt, James J. 		2011-12-23T16:59:09Z 	1
2006/04-2015/10	2027.42/89172	Prospectus 	Duderstadt, James J. 		2011-12-23T16:59:10Z 	1
2006/04-2015/10	2027.42/89173	Prospectus (of Millennium Project) 	Duderstadt, James J. 		2011-12-23T16:59:11Z 	1
2006/04-2015/10	2027.42/89174	Prospectus of Millennium Project 	Duderstadt, James J. 		2011-12-23T16:59:13Z 	1
2006/04-2015/10	2027.42/89175	Provost Address to Senate Assembly 1986 	Duderstadt, James J. 		2011-12-23T16:59:14Z 	1
2006/04-2015/10	2027.42/89177	Pub U Slides 	Duderstadt, James J. 		2011-12-23T16:59:18Z 	1
2006/04-2015/10	2027.42/89179	Public Concerns 	Duderstadt, James J. 		2011-12-23T16:59:20Z 	1
2006/04-2015/10	2027.42/89180	Public Education 4.0 	Duderstadt, James J. 		2011-12-23T16:59:25Z 	1
2006/04-2015/10	2027.42/89181	Public Education 4.2 	Duderstadt, James J. 		2011-12-23T16:59:28Z 	1
2006/04-2015/10	2027.42/79521	Public Education in America: Crisis in an Age of Knowledge 	Duderstadt, James J. 		2011-02-04T19:03:51Z 	1
2006/04-2015/10	2027.42/89182	Public Research 	Duderstadt, James J. 		2011-12-23T16:59:30Z 	1
2006/04-2015/10	2027.42/89183	Public Research University 	Duderstadt, James J. 		2011-12-23T16:59:31Z 	1
2006/04-2015/10	2027.42/89184	Public U Data 	Duderstadt, James J. 		2011-12-23T16:59:32Z 	1
2006/04-2015/10	2027.42/89178	Public briefing on "Observations on Science and Technology in the President's Fiscal Year 1999 Budget" 	Duderstadt, James J. 		2011-12-23T16:59:19Z 	1
2006/04-2015/10	2027.42/89240	RESOURCE 	Duderstadt, James J. 		2011-12-23T17:00:48Z 	1
2006/04-2015/10	2027.42/89185	Rackham 	Duderstadt, James J. 		2011-12-23T16:59:34Z 	1
2006/04-2015/10	2027.42/89186	Rackham 	Duderstadt, James J. 		2011-12-23T16:59:35Z 	1
2006/04-2015/10	2027.42/89188	Rackham 50th 	Duderstadt, James J. 		2011-12-23T16:59:38Z 	1
2006/04-2015/10	2027.42/89189	Rackham 50th 1.4 	Duderstadt, James J. 		2011-12-23T16:59:39Z 	1
2006/04-2015/10	2027.42/89190	Rackham Commencement 	Duderstadt, James J. 		2011-12-23T16:59:41Z 	1
2006/04-2015/10	2027.42/89191	Radiogenic Dedication 	Duderstadt, James J. 		2011-12-23T16:59:42Z 	1
2006/04-2015/10	2027.42/89192	Rain Commencement 	Duderstadt, James J. 		2011-12-23T16:59:44Z 	1
2006/04-2015/10	2027.42/89193	Rain Commencement 	Duderstadt, James J. 		2011-12-23T16:59:46Z 	1
2006/04-2015/10	2027.42/89194	Raising the Bar: America's Challenge to Higher Education 	Duderstadt, James J. 		2011-12-23T16:59:47Z 	1
2006/04-2015/10	2027.42/89195	Raising the Bar: America's Challenge to Higher Education (Spelling) 	Duderstadt, James J. 		2011-12-23T16:59:48Z 	1
2006/04-2015/10	2027.42/89196	Rationale for Recommendation, regarding UCSC 	Duderstadt, James J. 		2011-12-23T16:59:49Z 	1
2006/04-2015/10	2027.42/89197	Reality Notes 1.0 	Duderstadt, James J. 		2011-12-23T16:59:51Z 	1
2006/04-2015/10	2027.42/89200	Reality Test 	Duderstadt, James J. 		2011-12-23T16:59:56Z 	1
2006/04-2015/10	2027.42/89201	Reality Test 1.0 	Duderstadt, James J. 		2011-12-23T16:59:57Z 	1
2006/04-2015/10	2027.42/89202	Rebalancing the Federal R&D Enterprise 	Duderstadt, James J. 		2011-12-23T16:59:58Z 	1
2006/04-2015/10	2027.42/89203	Rebooting the U.S. Civilian Nuclear Power Program 	Duderstadt, James J. 		2011-12-23T17:00:00Z 	1
2006/04-2015/10	2027.42/79563	Rebuilding The University of Michigan 	Office of the President, University of Michigan 		2011-02-04T19:06:47Z 	1
