IDENTIFIER.OTHER,DC.TITLE,DC.DESCRIPTION.ABSTRACT,DC.CONTRIBUTOR.AUTHOR,DC.CONTRIBUTOR.OTHER,DC.DATE.ISSUED,DC.DATE.CREATED,DC.COVERAGE.TEMPORAL,DC.TITLE.FILENAME ,RELATIVE_PATH,DC.DESCRIPTION.FILENAME,DC.TYPE,DC.RIGHTS.ACCESS,DC.DATE.OPEN,DC.RIGHTS.COPYRIGHT,DC.LANGUAGE.ISO
9811_0001_1057,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Innkeeping Notice",,"Duderstadt, James J.",,undated,2015,undated,Innkeeping Notice,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Innkeeping Notice",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1058,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - ITIC Statement",,"Duderstadt, James J.",,undated,2015,undated,ITIC Statement,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\ITIC Statement",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1059,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Krumm-4_92",,"Duderstadt, James J.",,undated,2015,undated,Krumm-4_92,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Krumm-4_92",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1060,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Lang-3_92",,"Duderstadt, James J.",,undated,2015,undated,Lang-3_92,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Lang-3_92",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1061,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - MC Parking",,"Duderstadt, James J.",,undated,2015,undated,MC Parking,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\MC Parking",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1062,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - MET Board",,"Duderstadt, James J.",,undated,2015,undated,MET Board,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\MET Board",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1063,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - MET Observations",,"Duderstadt, James J.",,undated,2015,undated,MET Observations,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\MET Observations",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1064,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Modem Info",,"Duderstadt, James J.",,undated,2015,undated,Modem Info,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Modem Info",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1065,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - National Rankings",,"Duderstadt, James J.",,undated,2015,undated,National Rankings,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\National Rankings",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1066,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - PCSUM-5_92",,"Duderstadt, James J.",,undated,2015,undated,PCSUM-5_92,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\PCSUM-5_92",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1067,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Position memo",,"Duderstadt, James J.",,undated,2015,undated,Position memo,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Position memo",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1068,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Power-12_91",,"Duderstadt, James J.",,undated,2015,undated,Power-12_91,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Power-12_91",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1069,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Regents Annual Report 1.2",,"Duderstadt, James J.",,undated,2015,undated,Regents Annual Report 1.2,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Regents Annual Report 1.2",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1070,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Regents Cover Letter",,"Duderstadt, James J.",,undated,2015,undated,Regents Cover Letter,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Regents Cover Letter",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1071,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Regents Discussion 12_91",,"Duderstadt, James J.",,undated,2015,undated,Regents Discussion 12_91,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Regents Discussion 12_91",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1072,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Regents Tuition Briefing",,"Duderstadt, James J.",,undated,2015,undated,Regents Tuition Briefing,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Regents Tuition Briefing",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1073,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Regents-11_91",,"Duderstadt, James J.",,undated,2015,undated,Regents-11_91,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Regents-11_91",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1074,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Regents-Challenges",,"Duderstadt, James J.",,undated,2015,undated,Regents-Challenges,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Regents-Challenges",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1075,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Regents-House",,"Duderstadt, James J.",,undated,2015,undated,Regents-House,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Regents-House",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1076,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Ritz-Carlton",,"Duderstadt, James J.",,undated,2015,undated,Ritz-Carlton,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Ritz-Carlton",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1077,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Rose Bowl Letters",,"Duderstadt, James J.",,undated,2015,undated,Rose Bowl Letters,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Rose Bowl Letters",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1078,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Senate Assembly ll_l9_9l",,"Duderstadt, James J.",,undated,2015,undated,Senate Assembly ll_l9_9l,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Senate Assembly ll_l9_9l",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1079,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Teeter",,"Duderstadt, James J.",,undated,2015,undated,Teeter,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Teeter",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1080,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Teeter 7_10_91",,"Duderstadt, James J.",,undated,2015,undated,Teeter 7_10_91,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Teeter 7_10_91",Original version: Original format not identified,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1081,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Traineeship",,"Duderstadt, James J.",,undated,2015,undated,Traineeship,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Traineeship",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1082,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Traxler",,"Duderstadt, James J.",,undated,2015,undated,Traxler,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Traxler",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1083,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - VPSS",,"Duderstadt, James J.",,undated,2015,undated,VPSS,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\VPSS",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
