IDENTIFIER.OTHER,DC.TITLE,DC.DESCRIPTION.ABSTRACT,DC.CONTRIBUTOR.AUTHOR,DC.CONTRIBUTOR.OTHER,DC.DATE.ISSUED,DC.DATE.CREATED,DC.COVERAGE.TEMPORAL,DC.TITLE.FILENAME ,RELATIVE_PATH,DC.DESCRIPTION.FILENAME,DC.TYPE,DC.RIGHTS.ACCESS,DC.DATE.OPEN,DC.RIGHTS.COPYRIGHT,DC.LANGUAGE.ISO
9811_0001_0997,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - Mike Ada.?",,"Duderstadt, James J.",,undated,2015,undated,Mike Ada.?,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\Mike Ada.?",Original version: Original format not identified,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0998,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - MNET",,"Duderstadt, James J.",,undated,2015,undated,MNET,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\MNET",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0999,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - Moses-3_91",,"Duderstadt, James J.",,undated,2015,undated,Moses-3_91,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\Moses-3_91",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1000,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - Mrs. Bush_AMD",,"Duderstadt, James J.",,undated,2015,undated,Mrs. Bush_AMD,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\Mrs. Bush_AMD",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1001,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - nat'l media",,"Duderstadt, James J.",,undated,2015,undated,nat'l media,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\nat'l media",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1002,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - NCAA Testimony",,"Duderstadt, James J.",,undated,2015,undated,NCAA Testimony,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\NCAA Testimony",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1003,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - NoCode",,"Duderstadt, James J.",,undated,2015,undated,NoCode,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\NoCode",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1004,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - NSB EHR Study",,"Duderstadt, James J.",,undated,2015,undated,NSB EHR Study,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\NSB EHR Study",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1005,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - PC Regents Memo",,"Duderstadt, James J.",,undated,2015,undated,PC Regents Memo,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\PC Regents Memo",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1006,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - PC-Safety",,"Duderstadt, James J.",,undated,2015,undated,PC-Safety,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\PC-Safety",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1007,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - PCV Proposal",,"Duderstadt, James J.",,undated,2015,undated,PCV Proposal,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\PCV Proposal",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1008,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - Prector-2_91",,"Duderstadt, James J.",,undated,2015,undated,Prector-2_91,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\Prector-2_91",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1009,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - Pres Spouse II",,"Duderstadt, James J.",,undated,2015,undated,Pres Spouse II,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\Pres Spouse II",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1010,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - President Bush_JJD",,"Duderstadt, James J.",,undated,2015,undated,President Bush_JJD,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\President Bush_JJD",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1011,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - Provost Search",,"Duderstadt, James J.",,undated,2015,undated,Provost Search,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\Provost Search",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1012,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - R vs T",,"Duderstadt, James J.",,undated,2015,undated,R vs T,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\R vs T",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1013,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - Regents-12_19_90",,"Duderstadt, James J.",,undated,2015,undated,Regents-12_19_90,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\Regents-12_19_90",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1014,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - Regents-2_91",,"Duderstadt, James J.",,undated,2015,undated,Regents-2_91,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\Regents-2_91",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1015,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - Regents-Faculty",,"Duderstadt, James J.",,undated,2015,undated,Regents-Faculty,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\Regents-Faculty",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1016,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - Regents-Tuition",,"Duderstadt, James J.",,undated,2015,undated,Regents-Tuition,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\Regents-Tuition",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1017,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - Research VP",,"Duderstadt, James J.",,undated,2015,undated,Research VP,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\Research VP",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1018,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - RLK Organization",,"Duderstadt, James J.",,undated,2015,undated,RLK Organization,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\RLK Organization",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1019,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - Roosevelt Quote",,"Duderstadt, James J.",,undated,2015,undated,Roosevelt Quote,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\Roosevelt Quote",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1020,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - Rudenstine",,"Duderstadt, James J.",,undated,2015,undated,Rudenstine,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\Rudenstine",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1021,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - Schultz",,"Duderstadt, James J.",,undated,2015,undated,Schultz,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\Schultz",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1022,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - Some notes",,"Duderstadt, James J.",,undated,2015,undated,Some notes,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\Some notes",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1023,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - SS Report Card",,"Duderstadt, James J.",,undated,2015,undated,SS Report Card,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\SS Report Card",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1024,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - Strategic Marketing Plan 1.1",,"Duderstadt, James J.",,undated,2015,undated,Strategic Marketing Plan 1.1,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\Strategic Marketing Plan 1.1",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1025,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - student letter",,"Duderstadt, James J.",,undated,2015,undated,student letter,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\student letter",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1026,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - Teeter-June",,"Duderstadt, James J.",,undated,2015,undated,Teeter-June,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\Teeter-June",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1027,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - Traxler-6_91",,"Duderstadt, James J.",,undated,2015,undated,Traxler-6_91,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\Traxler-6_91",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1028,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1990-1991 Write Files - UM Tuition_",,"Duderstadt, James J.",,undated,2015,undated,UM Tuition_,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1990-1991 Write Files\UM Tuition_",Original version: Microsoft Excel 4.0 Workbook (xls),Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1029,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - AAU Letter1.1",,"Duderstadt, James J.",,undated,2015,undated,AAU Letter1.1,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\AAU Letter1.1",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1030,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Campaign Kickoff",,"Duderstadt, James J.",,undated,2015,undated,Campaign Kickoff,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Campaign Kickoff",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1031,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Campaign Restructuring",,"Duderstadt, James J.",,undated,2015,undated,Campaign Restructuring,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Campaign Restructuring",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1032,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - CDM",,"Duderstadt, James J.",,undated,2015,undated,CDM,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\CDM",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1033,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - CDM_sac edit",,"Duderstadt, James J.",,undated,2015,undated,CDM_sac edit,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\CDM_sac edit",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1034,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Cehelsky-2_92",,"Duderstadt, James J.",,undated,2015,undated,Cehelsky-2_92,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Cehelsky-2_92",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1035,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - College Sports 1.0",,"Duderstadt, James J.",,undated,2015,undated,College Sports 1.0,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\College Sports 1.0",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1036,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Cosovich",,"Duderstadt, James J.",,undated,2015,undated,Cosovich,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Cosovich",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1037,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - CUE Report",,"Duderstadt, James J.",,undated,2015,undated,CUE Report,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\CUE Report",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1038,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Cunningham-5_92",,"Duderstadt, James J.",,undated,2015,undated,Cunningham-5_92,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Cunningham-5_92",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1039,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Daily Ad Response",,"Duderstadt, James J.",,undated,2015,undated,Daily Ad Response,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Daily Ad Response",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1040,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Darman-2_92",,"Duderstadt, James J.",,undated,2015,undated,Darman-2_92,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Darman-2_92",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1041,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Deane Baker-12_91",,"Duderstadt, James J.",,undated,2015,undated,Deane Baker-12_91,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Deane Baker-12_91",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1042,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Duke-3_92",,"Duderstadt, James J.",,undated,2015,undated,Duke-3_92,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Duke-3_92",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1043,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Elsa Cole",,"Duderstadt, James J.",,undated,2015,undated,Elsa Cole,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Elsa Cole",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1044,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - External Relations Word",,"Duderstadt, James J.",,undated,2015,undated,External Relations Word,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\External Relations Word",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1045,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Farhat",,"Duderstadt, James J.",,undated,2015,undated,Farhat,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Farhat",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1046,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Football Invites",,"Duderstadt, James J.",,undated,2015,undated,Football Invites,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Football Invites",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1047,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Futures-5_92",,"Duderstadt, James J.",,undated,2015,undated,Futures-5_92,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Futures-5_92",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1048,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Futures-Autonomy",,"Duderstadt, James J.",,undated,2015,undated,Futures-Autonomy,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Futures-Autonomy",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1049,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - FWC Letter",,"Duderstadt, James J.",,undated,2015,undated,FWC Letter,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\FWC Letter",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1050,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Grady-II",,"Duderstadt, James J.",,undated,2015,undated,Grady-II,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Grady-II",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1051,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - GUIR Review",,"Duderstadt, James J.",,undated,2015,undated,GUIR Review,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\GUIR Review",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1052,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Harwit",,"Duderstadt, James J.",,undated,2015,undated,Harwit,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Harwit",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1053,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Hasselmo-4_92",,"Duderstadt, James J.",,undated,2015,undated,Hasselmo-4_92,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Hasselmo-4_92",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1054,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Hornback-1_92",,"Duderstadt, James J.",,undated,2015,undated,Hornback-1_92,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Hornback-1_92",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1055,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - HTS-11_91",,"Duderstadt, James J.",,undated,2015,undated,HTS-11_91,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\HTS-11_91",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_1056,"Digital Documents - University of Michigan Presidency, 1986-1997 - Write Files - 1991-1992 Write Files - Inge",,"Duderstadt, James J.",,undated,2015,undated,Inge,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Write Files\1991-1992 Write Files\Inge",Original version: Microsoft Word for Macintosh Document,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
