Handle,Title,IsPartOf,DateIssued,BitstreamUrl,Uri,rights
2027.42/118708,1990-1991 Speeches - Santa Fe Institute 1.0,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",11/1/1990,http://deepblue.lib.umich.edu/bitstream/2027.42/118708/3/jjd1255.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118708/2/Santa Fe Institute 1.0.hidden,http://hdl.handle.net/2027.42/118708,This content is open for research.
2027.42/118703,1990-1991 Speeches - Reinventing 1.1,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",9/15/1990,http://deepblue.lib.umich.edu/bitstream/2027.42/118703/3/jjd1250.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118703/2/Reinventing 1.1.hidden,http://hdl.handle.net/2027.42/118703,This content is open for research.
2027.42/118694,1990-1991 Speeches - Regents Annual Report 1.2,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",7/16/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118694/4/Speeches-JJDS5c-jjd1241_bhl-09d117e8.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118694/3/jjd1241.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118694/2/Regents Annual Report 1.2.hidden,http://hdl.handle.net/2027.42/118694,This content is open for research.
2027.42/118719,1990-1991 Speeches - SS Report Card,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",6/22/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118719/4/Speeches-JJDS5c-jjd1269_bhl-a861042d.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118719/3/jjd1269.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118719/2/SS Report Card.hidden,http://hdl.handle.net/2027.42/118719,This content is open for research.
2027.42/118741,1990-1991 Speeches - UG Ed 1.8,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",1/20/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118741/3/jjd1288.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118741/2/UG Ed 1.8.hidden,http://hdl.handle.net/2027.42/118741,This content is open for research.
2027.42/118726,1990-1991 Speeches - Tanner Meeting,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",7/1/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118726/4/Speeches-JJDS5c-jjd1275_bhl-0221c5ba.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118726/3/jjd1275.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118726/2/Tanner Meeting.hidden,http://hdl.handle.net/2027.42/118726,This content is open for research.
2027.42/118699,1990-1991 Speeches - Regents-June,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",7/1/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118699/4/Speeches-JJDS5c-jjd1247_bhl-5e56fcdd.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118699/3/jjd1247.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118699/2/Regents-June.hidden,http://hdl.handle.net/2027.42/118699,This content is open for research.
2027.42/118716,1990-1991 Speeches - b) Themes of Future,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",11/11/1990,http://deepblue.lib.umich.edu/bitstream/2027.42/118716/3/jjd1264.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118716/2/b Themes of Future.hidden,http://hdl.handle.net/2027.42/118716,This content is open for research.
2027.42/118704,1990-1991 Speeches - Reinventing 2.0,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",1/8/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118704/3/jjd1251.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118704/2/Reinventing 2.0.hidden,http://hdl.handle.net/2027.42/118704,This content is open for research.
2027.42/118723,1990-1991 Speeches - Strategic Marketing Plan 1.1,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",5/3/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118723/4/Speeches-JJDS5c-jjd1272_bhl-c9f29a7b.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118723/3/jjd1272.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118723/2/Strategic Marketing Plan 1.1.hidden,http://hdl.handle.net/2027.42/118723,This content is open for research.
2027.42/118700,1987-1988 Speeches - Grad Ed,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",11/6/1987,http://deepblue.lib.umich.edu/bitstream/2027.42/118700/3/jjd800.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118700/2/Grad Ed.hidden,http://hdl.handle.net/2027.42/118700,This content is open for research.
2027.42/118709,1990-1991 Speeches - Sasakawa Foundation,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",6/3/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118709/4/Speeches-JJDS5c-jjd1256_bhl-47c5e774.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118709/3/jjd1256.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118709/2/Sasakawa Foundation_.hidden,http://hdl.handle.net/2027.42/118709,This content is open for research.
2027.42/118734,1990-1991 Speeches - The Age of Knowledge,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",9/30/1990,http://deepblue.lib.umich.edu/bitstream/2027.42/118734/3/jjd1281.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118734/2/The Age of Knowledge.hidden,http://hdl.handle.net/2027.42/118734,This content is open for research.
2027.42/118720,1990-1991 Speeches - Steering Committee,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",4/4/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118720/4/Speeches-JJDS5c-jjd1270_bhl-5e302a03.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118720/3/jjd1270.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118720/2/Steering Committee.hidden,http://hdl.handle.net/2027.42/118720,This content is open for research.
2027.42/118729,"1990-1991 Speeches - Teaching AND Research 2.1,","Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",2/4/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118729/3/jjd1278.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118729/2/Teaching AND Research 2.1.hidden,http://hdl.handle.net/2027.42/118729,This content is open for research.
2027.42/118705,1990-1991 Speeches - RESOURCE,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",7/1/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118705/4/Speeches-JJDS5c-jjd1252_bhl-4f7ed6c5.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118705/3/jjd1252.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118705/2/RESOURCE.hidden,http://hdl.handle.net/2027.42/118705,This content is open for research.
2027.42/118713,1990-1991 Speeches - Senate Assembly 1990 1.3,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",9/16/1990,http://deepblue.lib.umich.edu/bitstream/2027.42/118713/3/jjd1259.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118713/2/Senate Assembly 1990 1.3.hidden,http://hdl.handle.net/2027.42/118713,This content is open for research.
2027.42/118727,1990-1991 Speeches - Tanner notes,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",12/6/1990,http://deepblue.lib.umich.edu/bitstream/2027.42/118727/3/jjd1276.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118727/2/Tanner notes 12_6_90.hidden,http://hdl.handle.net/2027.42/118727,This content is open for research.
2027.42/118717,1990-1991 Speeches - c) Demographics,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",11/11/1990,http://deepblue.lib.umich.edu/bitstream/2027.42/118717/3/jjd1265.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118717/2/c Demographics.hidden,http://hdl.handle.net/2027.42/118717,This content is open for research.
2027.42/118752,1990-1991 Speeches - GormanRankings,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",5/14/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118752/4/Speeches-JJDS5c-jjd1299_bhl-8da60762.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118752/3/jjd1299.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118752/2/GormanRankings.hidden,http://hdl.handle.net/2027.42/118752,This content is open for research.
2027.42/118710,1990-1991 Speeches - Schembechler Hall Dinner,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",5/28/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118710/4/Speeches-JJDS5c-jjd1257_bhl-37aa40f6.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118710/3/jjd1257.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118710/2/Schembechler Hall Dinner_.hidden,http://hdl.handle.net/2027.42/118710,This content is open for research.
2027.42/118743,1990-1991 Speeches - UM Dearborn Comments,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",11/5/1990,http://deepblue.lib.umich.edu/bitstream/2027.42/118743/3/jjd1290.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118743/2/UM Dearborn Comments.hidden,http://hdl.handle.net/2027.42/118743,This content is open for research.
2027.42/118689,1987-1988 Speeches - GR Econ-10/26,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",10/25/1987,http://deepblue.lib.umich.edu/bitstream/2027.42/118689/3/jjd799.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118689/2/GR Econ-10_26.hidden,http://hdl.handle.net/2027.42/118689,This content is open for research.
2027.42/118737,1990-1991 Speeches - Traineeship 1.1,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",7/18/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118737/4/Speeches-JJDS5c-jjd1284_bhl-fa5cd5e3.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118737/3/jjd1284.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118737/2/Traineeship 1.1.hidden,http://hdl.handle.net/2027.42/118737,This content is open for research.
2027.42/118721,1987-1988 Speeches - Homecoming,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",10/31/1987,http://deepblue.lib.umich.edu/bitstream/2027.42/118721/3/jjd802.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118721/2/Homecoming.hidden,http://hdl.handle.net/2027.42/118721,This content is open for research.
2027.42/118724,1990-1991 Speeches - Student Services Revie,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",7/1/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118724/4/Speeches-JJDS5c-jjd1273_bhl-04dab577.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118724/3/jjd1273.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118724/2/Student Services Revie.hidden,http://hdl.handle.net/2027.42/118724,This content is open for research.
2027.42/118732,1986-1987 Speeches - Senate Assembly,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",10/18/1986,http://deepblue.lib.umich.edu/bitstream/2027.42/118732/3/jjd781.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118732/2/Senate Assembly.hidden,http://hdl.handle.net/2027.42/118732,This content is open for research.
2027.42/118735,1990-1991 Speeches - Themes for 1991,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",4/13/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118735/4/Speeches-JJDS5c-jjd1282_bhl-e9edb106.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118735/3/jjd1282.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118735/2/Themes for 1991.hidden,http://hdl.handle.net/2027.42/118735,This content is open for research.
2027.42/118730,1990-1991 Speeches - Teaching vs. Research 1.3,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",1/20/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118730/3/jjd1279.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118730/2/Teaching vs. Research 1.3.hidden,http://hdl.handle.net/2027.42/118730,This content is open for research.
2027.42/118740,1990-1991 Speeches - Trip Notes,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",7/16/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118740/4/Speeches-JJDS5c-jjd1287_bhl-6ad56711.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118740/3/jjd1287.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118740/2/Trip Notes.hidden,http://hdl.handle.net/2027.42/118740,This content is open for research.
2027.42/118747,1990-1991 Speeches - UM Tuition_,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",2016,http://deepblue.lib.umich.edu/bitstream/2027.42/118747/3/UM Tuition__bhl-9442e738.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118747/2/UM Tuition_.hidden,http://hdl.handle.net/2027.42/118747,This content is open for research.
2027.42/118745,1990-1991 Speeches - UM Inputs and Outputs,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",10/15/1990,http://deepblue.lib.umich.edu/bitstream/2027.42/118745/3/jjd1291.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118745/2/UM Inputs and Outputs.hidden,http://hdl.handle.net/2027.42/118745,This content is open for research.
2027.42/118744,1987-1988 Speeches - ITI,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",10/22/1987,http://deepblue.lib.umich.edu/bitstream/2027.42/118744/3/jjd804.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118744/2/ITI.hidden,http://hdl.handle.net/2027.42/118744,This content is open for research.
2027.42/118738,1990-1991 Speeches - Traxler,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",7/17/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118738/4/Speeches-JJDS5c-jjd1285_bhl-39dc295f.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118738/3/jjd1285.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118738/2/Traxler.hidden,http://hdl.handle.net/2027.42/118738,This content is open for research.
2027.42/118733,1987-1988 Speeches - ICPSR,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",11/14/1987,http://deepblue.lib.umich.edu/bitstream/2027.42/118733/3/jjd803.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118733/2/ICPSR.hidden,http://hdl.handle.net/2027.42/118733,This content is open for research.
2027.42/118754,1990-1991 Speeches - Top 20 Ranking Undergrad,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",4/19/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118754/4/Speeches-JJDS5c-jjd1302_bhl-f13e584f.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118754/3/jjd1302.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118754/2/Top 20 Ranking Undergrad.hidden,http://hdl.handle.net/2027.42/118754,This content is open for research.
2027.42/118742,1990-1991 Speeches - UG Notes,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",1/19/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118742/3/jjd1289.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118742/2/UG Notes.hidden,http://hdl.handle.net/2027.42/118742,This content is open for research.
2027.42/118684,1990-1991 Speeches - President's House_,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",2016,http://deepblue.lib.umich.edu/bitstream/2027.42/118684/3/President's House__bhl-e0bd56a1.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118684/2/President's House_.hidden,http://hdl.handle.net/2027.42/118684,This content is open for research.
2027.42/118736,1990-1991 Speeches - To Do-1991,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",12/7/1990,http://deepblue.lib.umich.edu/bitstream/2027.42/118736/3/jjd1283.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118736/2/To Do-1991.hidden,http://hdl.handle.net/2027.42/118736,This content is open for research.
2027.42/118725,1990-1991 Speeches - Summary 1990-91,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",5/12/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118725/4/Speeches-JJDS5c-jjd1274_bhl-5cc24ff0.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118725/3/jjd1274.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118725/2/Summary 1990-91.hidden,http://hdl.handle.net/2027.42/118725,This content is open for research.
2027.42/118755,1987-1988 Speeches - Legislators,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",10/22/1987,http://deepblue.lib.umich.edu/bitstream/2027.42/118755/3/jjd805.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118755/2/Legislators.hidden,http://hdl.handle.net/2027.42/118755,This content is open for research.
2027.42/118749,1990-1991 Speeches - All Graduate Rankings,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",4/24/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118749/4/Speeches-JJDS5c-jjd1296_bhl-7ce94324.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118749/3/jjd1296.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118749/2/All Graduate Rankings.hidden,http://hdl.handle.net/2027.42/118749,This content is open for research.
2027.42/118751,1990-1991 Speeches - Coverletter_Rankings_1.0,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",5/13/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118751/4/Speeches-JJDS5c-jjd1298_bhl-c2624000.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118751/3/jjd1298.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118751/2/Coverletter_Rankings_1.0.hidden,http://hdl.handle.net/2027.42/118751,This content is open for research.
2027.42/118760,1990-1991 Speeches - Wallenberg Lecture,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",9/25/1990,http://deepblue.lib.umich.edu/bitstream/2027.42/118760/3/jjd1307.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118760/2/Wallenberg Lecture_.hidden,http://hdl.handle.net/2027.42/118760,This content is open for research.
2027.42/118753,1990-1991 Speeches - Grad_Gourman_,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",2016,http://deepblue.lib.umich.edu/bitstream/2027.42/118753/3/Grad_Gourman__bhl-8b415b57.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118753/2/Grad_Gourman_.hidden,http://hdl.handle.net/2027.42/118753,This content is open for research.
2027.42/118746,1990-1991 Speeches - UM Press/60th,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",3/4/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118746/3/jjd1292.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118746/2/UM Press_60th_.hidden,http://hdl.handle.net/2027.42/118746,This content is open for research.
2027.42/118748,1990-1991 Speeches - UM-WCC Alliance,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",1/21/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118748/3/jjd1294.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118748/2/UM-WCC Alliance.hidden,http://hdl.handle.net/2027.42/118748,This content is open for research.
2027.42/118756,1990-1991 Speeches - US_NEWS_1991_Grad_Undergrad_,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",2016,http://deepblue.lib.umich.edu/bitstream/2027.42/118756/3/US_NEWS_1991_Grad_Undergrad__bhl-f481394e.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118756/2/US_NEWS_1991_Grad_Undergrad_.hidden,http://hdl.handle.net/2027.42/118756,This content is open for research.
2027.42/118759,1990-1991 Speeches - VPGR,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",6/10/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118759/4/Speeches-JJDS5c-jjd1306_bhl-1644e71c.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118759/3/jjd1306.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118759/2/VPGR.hidden,http://hdl.handle.net/2027.42/118759,This content is open for research.
2027.42/118683,1990-1991 Speeches - Physics Notes,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",8/24/1990,http://deepblue.lib.umich.edu/bitstream/2027.42/118683/3/jjd1229.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118683/2/Physics Notes.hidden,http://hdl.handle.net/2027.42/118683,This content is open for research.
2027.42/118757,1990-1991 Speeches - Vest Inaugural Lunch,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",5/7/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118757/4/Speeches-JJDS5c-jjd1304_bhl-9f2beb7b.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118757/3/jjd1304.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118757/2/Vest Inaugural Lunch_.hidden,http://hdl.handle.net/2027.42/118757,This content is open for research.
2027.42/118758,1990-1991 Speeches - Visit with science and,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",11/28/1990,http://deepblue.lib.umich.edu/bitstream/2027.42/118758/3/jjd1305.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118758/2/Visit with science and_.hidden,http://hdl.handle.net/2027.42/118758,This content is open for research.
2027.42/118761,1990-1991 Speeches - Women of Color Awards,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",2/21/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118761/3/jjd1308.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118761/2/Women of Color Awards_.hidden,http://hdl.handle.net/2027.42/118761,This content is open for research.
2027.42/118763,1991-1992 Speeches - 1992 Add-Ins,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",2016,http://deepblue.lib.umich.edu/bitstream/2027.42/118763/3/1992 Add-Ins_bhl-088fb2c3.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118763/2/1992 Add-Ins.hidden,http://hdl.handle.net/2027.42/118763,This content is open for research.
2027.42/118764,1991-1992 Speeches - Campaign Finale,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",9/15/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118764/3/jjd1309.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118764/2/Campaign Finale.hidden,http://hdl.handle.net/2027.42/118764,This content is open for research.
2027.42/118691,1990-1991 Speeches - Regents 90-91 Report 2,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",2016,http://deepblue.lib.umich.edu/bitstream/2027.42/118691/3/Regents 90-91 Report 2_bhl-23bb61a8.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118691/2/Regents 90-91 Report 2.hidden,http://hdl.handle.net/2027.42/118691,This content is open for research.
2027.42/118714,1990-1991 Speeches - SILS Sympsium (5/13/91),"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",5/13/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118714/4/Speeches-JJDS5c-jjd1260_bhl-adc19605.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118714/3/jjd1260.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118714/2/SILS Sympsium 5_13_91.hidden,http://hdl.handle.net/2027.42/118714,This content is open for research.
2027.42/118765,1991-1992 Speeches - Campaign Kickoff,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",9/15/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118765/3/jjd1310.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118765/2/Campaign Kickoff.hidden,http://hdl.handle.net/2027.42/118765,This content is open for research.
2027.42/118676,"1990-1991 Speeches - Parents Weekend, 3.0","Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",10/27/1990,http://deepblue.lib.umich.edu/bitstream/2027.42/118676/3/jjd1223.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118676/2/Parents Weekend 3.0.hidden,http://hdl.handle.net/2027.42/118676,This content is open for research.
2027.42/118762,1990-1991 Speeches - 1990-1991 Speeches-Miscellaneous,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",2016,http://deepblue.lib.umich.edu/bitstream/2027.42/118762/2/1990-1991_Speeches-miscellaneous.zip,http://hdl.handle.net/2027.42/118762,This content is open for research.
2027.42/118779,1991-1992 Speeches - Freshperson Welcome 5.1,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",8/31/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118779/3/jjd1323.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118779/2/Freshperson Welcome 5.1.hidden,http://hdl.handle.net/2027.42/118779,This content is open for research.
2027.42/118773,1991-1992 Speeches - Essay Subjects,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",4/3/1992,http://deepblue.lib.umich.edu/bitstream/2027.42/118773/3/jjd1318.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118773/2/Essay Subjects.hidden,http://hdl.handle.net/2027.42/118773,This content is open for research.
2027.42/118766,1987-1988 Speeches - Minority Faculty Recruiting,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",2/9/1988,http://deepblue.lib.umich.edu/bitstream/2027.42/118766/3/jjd806.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118766/2/Minority Faculty Recruiting.hidden,http://hdl.handle.net/2027.42/118766,This content is open for research.
2027.42/118785,1991-1992 Speeches - ITIC,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",5/30/1992,http://deepblue.lib.umich.edu/bitstream/2027.42/118785/3/jjd1330.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118785/2/ITIC.hidden,http://hdl.handle.net/2027.42/118785,This content is open for research.
2027.42/118774,1991-1992 Speeches - Essay-Academic Leadership,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",4/3/1992,http://deepblue.lib.umich.edu/bitstream/2027.42/118774/3/jjd1319.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118774/2/Essay-Academic Leadership.hidden,http://hdl.handle.net/2027.42/118774,This content is open for research.
2027.42/118767,1991-1992 Speeches - Campaign Pitch-Alumni,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",12/3/1990,http://deepblue.lib.umich.edu/bitstream/2027.42/118767/3/jjd1311.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118767/2/Campaign Pitch-Alumni.hidden,http://hdl.handle.net/2027.42/118767,This content is open for research.
2027.42/118780,1991-1992 Speeches - Freshperson Welcome 5.2,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",9/1/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118780/3/jjd1324.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118780/2/Freshperson Welcome 5.2.hidden,http://hdl.handle.net/2027.42/118780,This content is open for research.
2027.42/118791,1991-1992 Speeches - Peter Raven,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",2/7/1991,http://deepblue.lib.umich.edu/bitstream/2027.42/118791/3/jjd1336.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118791/2/Peter Raven.hidden,http://hdl.handle.net/2027.42/118791,This content is open for research.
2027.42/118768,1991-1992 Speeches - Cazzie,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches",6/3/1992,http://deepblue.lib.umich.edu/bitstream/2027.42/118768/3/jjd1312.pdf; http://deepblue.lib.umich.edu/bitstream/2027.42/118768/2/Cazzie.hidden,http://hdl.handle.net/2027.42/118768,This content is open for research.
