IDENTIFIER.OTHER,DC.TITLE,DC.DESCRIPTION.ABSTRACT,DC.CONTRIBUTOR.AUTHOR,DC.CONTRIBUTOR.OTHER,DC.DATE.ISSUED,DC.DATE.CREATED,DC.COVERAGE.TEMPORAL,RELATIVE_PATH,DC.DESCRIPTION.FILENAME,DC.TYPE,DC.RIGHTS.ACCESS,DC.DATE.OPEN,DC.RIGHTS.COPYRIGHT,DC.LANGUAGE.ISO
9811_0001_0074,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Michigan Economy 1.0_",,"Duderstadt, James J.",,7/2/1990 0:00,2015,7/2/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Michigan Economy 1.0_ | \9811_0001\data\Speeches\JJDS4b\jjd1034.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0075,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Michigan Higher Ed 1.0",,"Duderstadt, James J.",,11/6/1989 0:00,2015,11/6/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Michigan Higher Ed 1.0 | \9811_0001\data\Speeches\JJDS4a\jjd1035.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0076,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Michigan Higher Ed 2.2",,"Duderstadt, James J.",,11/6/1989 0:00,2015,11/6/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Michigan Higher Ed 2.2 | \9811_0001\data\Speeches\JJDS4a\jjd1036.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0077,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Michigan Mandate",,"Duderstadt, James J.",,10/28/1990 0:00,2015,10/28/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Michigan Mandate | \9811_0001\data\Speeches\JJDS5a\jjd1191.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0078,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Michigan Mandate 3.0",,"Duderstadt, James J.",,5/3/1990 0:00,2015,5/3/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Michigan Mandate 3.0 | \9811_0001\data\Speeches\JJDS4b\jjd1038.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0079,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Michigan Talks 2.0",,"Duderstadt, James J.",,9/17/1989 0:00,2015,9/17/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Michigan Talks 2.0 | \9811_0001\data\Speeches\JJDS4a\jjd1039.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0080,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Midland Talk",,"Duderstadt, James J.",,4/2/1990 0:00,2015,4/2/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Midland Talk | \9811_0001\data\Speeches\JJDS4b\jjd1040.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0081,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Minority Welcome 3.0",,"Duderstadt, James J.",,8/30/1989 0:00,2015,8/30/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Minority Welcome 3.0 | \9811_0001\data\Speeches\JJDS4a\jjd1041.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0084,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - NAACP Talk",,"Duderstadt, James J.",,9/8/1989 0:00,2015,9/8/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\NAACP Talk | \9811_0001\data\Speeches\JJDS4a\jjd1044.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0086,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - New Faculty Welcome 3.0",,"Duderstadt, James J.",,8/30/1995 0:00,2015,8/30/1995 0:00,\9811_0001\data\original-records\1989-1990 Speeches\New Faculty Welcome 3.0 | \9811_0001\data\Speeches\JJDS9a\jjd1464.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0087,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Newsweek notes",,"Duderstadt, James J.",,8/30/1989 0:00,2015,8/30/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Newsweek notes | \9811_0001\data\Speeches\JJDS4a\jjd1047.pdf,Original version: Microsoft Word for Macintosh Document | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0089,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - NY Business Lunch",,"Duderstadt, James J.",,9/30/1989 0:00,2015,9/30/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\NY Business Lunch | \9811_0001\data\Speeches\JJDS4a\jjd1049.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0090,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Old Stuff",,"Duderstadt, James J.",,9/14/1989 0:00,2015,9/14/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Old Stuff | \9811_0001\data\Speeches\JJDS4a\jjd1050.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0091,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Overarching Themes",,"Duderstadt, James J.",,4/16/1990 0:00,2015,4/16/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Overarching Themes | \9811_0001\data\Speeches\JJDS4b\jjd1051.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0092,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - P.C. - Forums Speech 1.2",,"Duderstadt, James J.",,1/18/1990 0:00,2015,1/18/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\P.C. - Forums Speech 1.2 | \9811_0001\data\Speeches\JJDS4b\jjd1052.pdf,Original version: Microsoft Word for Macintosh Document | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0093,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - PAC-June-90",,"Duderstadt, James J.",,8/29/1990 0:00,2015,8/29/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\PAC-June-90 | \9811_0001\data\Speeches\JJDS4b\jjd1054.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0095,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Parents Orientation 3.0",,"Duderstadt, James J.",,8/30/1989 0:00,2015,8/30/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Parents Orientation 3.0 | \9811_0001\data\Speeches\JJDS4a\jjd1055.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0096,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Parents Weekend",,"Duderstadt, James J.",,10/26/1990 0:00,2015,10/26/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Parents Weekend | \9811_0001\data\Speeches\JJDS5a\jjd1221.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0099,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Pres Council Forum",,"Duderstadt, James J.",,1/13/1990 0:00,2015,1/13/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Pres Council Forum | \9811_0001\data\Speeches\JJDS4b\jjd1059.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0101,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Presidents Club Finale",,"Duderstadt, James J.",,5/17/1990 0:00,2015,5/17/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Presidents Club Finale | \9811_0001\data\Speeches\JJDS4b\jjd1063.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0104,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Press Conference 1.1",,"Duderstadt, James J.",,12/9/1989 0:00,2015,12/9/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Press Conference 1.1 | \9811_0001\data\Speeches\JJDS4a\jjd1064.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0106,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - RB--Band Rehearsal",,"Duderstadt, James J.",,12/26/1989 0:00,2015,12/26/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\RB--Band Rehearsal | \9811_0001\data\Speeches\JJDS4a\jjd1066.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0107,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Response",,"Duderstadt, James J.",,8/25/1989 0:00,2015,8/25/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Response | \9811_0001\data\Speeches\JJDS4a\jjd1067.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0108,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Rose Bowl 89-90",,"Duderstadt, James J.",,11/26/1989 0:00,2015,11/26/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Rose Bowl 89-90 | \9811_0001\data\Speeches\JJDS10\jjd1574.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0109,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - sac science ed notes",,"Duderstadt, James J.",,12/29/1989 0:00,2015,12/29/1989 0:00,\9811_0001\data\original-records\1989-1990 Speeches\sac science ed notes | \9811_0001\data\Speeches\JJDS4a\jjd1069.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0110,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Science Awards",,"Duderstadt, James J.",,4/15/1990 0:00,2015,4/15/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Science Awards | \9811_0001\data\Speeches\JJDS4b\jjd1070.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0111,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Science Education 1.4",,"Duderstadt, James J.",,1/16/1990 0:00,2015,1/16/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Science Education 1.4 | \9811_0001\data\Speeches\JJDS4b\jjd1071.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0112,"Digital Documents - University of Michigan Presidency, 1986-1997 - Speeches - 1989-1990 Speeches - Science Education 2.1",,"Duderstadt, James J.",,3/1/1990 0:00,2015,3/1/1990 0:00,\9811_0001\data\original-records\1989-1990 Speeches\Science Education 2.1 | \9811_0001\data\Speeches\JJDS4b\jjd1072.pdf,Original version: Original format not identified | Preservation version,Office Documents,Collection is open for research.,12/17/2015,Copyright has been transferred to the Regents of the University of Michigan.,en
